Month,Customer ID,Customer,Tier,Industry,Service Type,Tickets,Resolved Tickets,Tickets With Outcome,Breached Tickets,SLA Compliance Pct,P50 Resolution Hours,Avg Target Utilisation
2024-08-01,CUST-003,Juniper Polytechnic,Platinum,Education,Dedicated Internet,330,330,330,179,45.76,11.85,1.726
2024-08-01,CUST-003,Juniper Polytechnic,Platinum,Education,SD-WAN,99,99,99,26,73.74,15.28,0.83
2024-08-01,CUST-003,Juniper Polytechnic,Platinum,Education,Managed Cloud,30,30,30,7,76.67,7.4,0.817
2024-08-01,CUST-003,Juniper Polytechnic,Platinum,Education,MPLS WAN,23,23,23,9,60.87,27.7,0.868
2024-08-01,CUST-003,Juniper Polytechnic,Platinum,Education,Managed Security,36,36,36,4,88.89,13.32,0.501
2024-08-01,CUST-004,Heritage College,Bronze,Education,Managed Cloud,12,12,12,3,75.0,47.49,0.662
2024-08-01,CUST-004,Heritage College,Bronze,Education,MPLS WAN,7,7,7,2,71.43,54.54,0.775
2024-08-01,CUST-004,Heritage College,Bronze,Education,Managed Security,15,15,15,4,73.33,44.11,0.678
2024-08-01,CUST-004,Heritage College,Bronze,Education,Dedicated Internet,64,64,64,37,42.19,49.49,1.491
2024-08-01,CUST-004,Heritage College,Bronze,Education,SD-WAN,27,27,27,9,66.67,54.02,0.892
2024-08-01,CUST-005,Bluewater Health Network,Silver,Healthcare,Dedicated Internet,9,9,9,3,66.67,32.96,0.868
2024-08-01,CUST-005,Bluewater Health Network,Silver,Healthcare,SD-WAN,25,25,25,6,76.0,21.18,0.653
2024-08-01,CUST-005,Bluewater Health Network,Silver,Healthcare,Managed Security,10,10,10,1,90.0,27.86,0.417
2024-08-01,CUST-005,Bluewater Health Network,Silver,Healthcare,Business Voice (SIP),30,30,30,5,83.33,23.63,0.642
2024-08-01,CUST-006,Northshore Utilities,Silver,Public Sector,Managed Security,2,2,2,0,100.0,62.55,0.521
2024-08-01,CUST-006,Northshore Utilities,Silver,Public Sector,Business Voice (SIP),61,61,61,3,95.08,27.27,0.485
2024-08-01,CUST-006,Northshore Utilities,Silver,Public Sector,SD-WAN,29,29,29,2,93.1,19.24,0.462
2024-08-01,CUST-006,Northshore Utilities,Silver,Public Sector,Dedicated Internet,50,50,50,14,72.0,21.8,0.879
2024-08-01,CUST-006,Northshore Utilities,Silver,Public Sector,MPLS WAN,2,2,2,1,50.0,85.6,0.791
2024-08-01,CUST-007,Ashford Renewables,Bronze,Energy,Dedicated Internet,16,16,16,5,68.75,50.0,1.774
2024-08-01,CUST-007,Ashford Renewables,Bronze,Energy,Business Voice (SIP),1,1,1,0,100.0,45.05,0.469
2024-08-01,CUST-007,Ashford Renewables,Bronze,Energy,Managed Cloud,8,8,8,0,100.0,66.81,0.499
2024-08-01,CUST-007,Ashford Renewables,Bronze,Energy,Managed Security,7,7,7,2,71.43,76.27,0.743
2024-08-01,CUST-007,Ashford Renewables,Bronze,Energy,SD-WAN,10,10,10,6,40.0,57.31,1.06
2024-08-01,CUST-008,Maple College,Gold,Education,Managed Cloud,24,24,24,1,95.83,12.81,0.597
2024-08-01,CUST-008,Maple College,Gold,Education,Managed Security,7,7,7,1,85.71,18.47,0.373
2024-08-01,CUST-008,Maple College,Gold,Education,MPLS WAN,16,16,16,3,81.25,19.51,0.763
2024-08-01,CUST-008,Maple College,Gold,Education,Dedicated Internet,69,69,69,17,75.36,19.24,0.922
2024-08-01,CUST-008,Maple College,Gold,Education,Business Voice (SIP),30,30,30,4,86.67,9.8,0.515
2024-08-01,CUST-008,Maple College,Gold,Education,SD-WAN,30,30,30,6,80.0,25.78,0.821
2024-08-01,CUST-009,Dominion Outfitters,Silver,Retail,SD-WAN,10,10,10,2,80.0,29.92,0.546
2024-08-01,CUST-009,Dominion Outfitters,Silver,Retail,Business Voice (SIP),40,40,40,7,82.5,24.34,0.525
2024-08-01,CUST-009,Dominion Outfitters,Silver,Retail,Managed Cloud,7,7,7,0,100.0,27.14,0.404
2024-08-01,CUST-009,Dominion Outfitters,Silver,Retail,MPLS WAN,2,2,2,1,50.0,149.55,1.246
2024-08-01,CUST-009,Dominion Outfitters,Silver,Retail,Managed Security,5,5,5,0,100.0,16.1,0.316
2024-08-01,CUST-009,Dominion Outfitters,Silver,Retail,Dedicated Internet,12,12,12,0,100.0,17.52,0.281
2024-08-01,CUST-010,Lighthouse Manufacturing,Gold,Manufacturing,MPLS WAN,33,33,33,3,90.91,13.42,0.479
2024-08-01,CUST-010,Lighthouse Manufacturing,Gold,Manufacturing,Managed Security,9,9,9,0,100.0,7.58,0.25
2024-08-01,CUST-010,Lighthouse Manufacturing,Gold,Manufacturing,Managed Cloud,23,23,23,2,91.3,16.24,0.424
2024-08-01,CUST-010,Lighthouse Manufacturing,Gold,Manufacturing,SD-WAN,42,42,42,10,76.19,26.17,0.762
2024-08-01,CUST-010,Lighthouse Manufacturing,Gold,Manufacturing,Business Voice (SIP),47,47,47,7,85.11,21.19,0.613
2024-08-01,CUST-010,Lighthouse Manufacturing,Gold,Manufacturing,Dedicated Internet,27,27,27,5,81.48,21.46,0.638
2024-08-01,CUST-011,Prairie Health Network,Silver,Healthcare,Dedicated Internet,48,48,48,10,79.17,32.03,0.721
2024-08-01,CUST-011,Prairie Health Network,Silver,Healthcare,SD-WAN,33,33,33,4,87.88,37.97,0.576
2024-08-01,CUST-011,Prairie Health Network,Silver,Healthcare,Business Voice (SIP),10,10,10,2,80.0,26.9,0.624
2024-08-01,CUST-011,Prairie Health Network,Silver,Healthcare,Managed Cloud,21,21,21,2,90.48,31.11,0.474
2024-08-01,CUST-011,Prairie Health Network,Silver,Healthcare,Managed Security,7,7,7,1,85.71,35.94,0.526
2024-08-01,CUST-011,Prairie Health Network,Silver,Healthcare,MPLS WAN,9,9,9,0,100.0,20.91,0.305
2024-08-01,CUST-012,Pioneer Freight Lines,Silver,Logistics,Managed Security,5,5,5,0,100.0,48.96,0.555
2024-08-01,CUST-012,Pioneer Freight Lines,Silver,Logistics,SD-WAN,63,63,63,16,74.6,48.68,0.848
2024-08-01,CUST-012,Pioneer Freight Lines,Silver,Logistics,Managed Cloud,4,4,4,0,100.0,6.22,0.286
2024-08-01,CUST-012,Pioneer Freight Lines,Silver,Logistics,Dedicated Internet,47,47,47,21,55.32,33.3,1.143
2024-08-01,CUST-012,Pioneer Freight Lines,Silver,Logistics,Business Voice (SIP),48,48,48,12,75.0,36.85,0.743
2024-08-01,CUST-013,Nordic School Board,Gold,Public Sector,Managed Security,18,18,18,1,94.44,19.79,0.484
2024-08-01,CUST-013,Nordic School Board,Gold,Public Sector,Business Voice (SIP),19,19,19,2,89.47,25.89,0.484
2024-08-01,CUST-013,Nordic School Board,Gold,Public Sector,MPLS WAN,18,18,18,2,88.89,25.34,0.572
2024-08-01,CUST-013,Nordic School Board,Gold,Public Sector,Dedicated Internet,37,37,37,20,45.95,11.89,1.468
2024-08-01,CUST-013,Nordic School Board,Gold,Public Sector,SD-WAN,37,37,37,7,81.08,13.59,0.63
2024-08-01,CUST-013,Nordic School Board,Gold,Public Sector,Managed Cloud,39,39,39,3,92.31,11.09,0.415
2024-08-01,CUST-014,Riverbend Polytechnic,Platinum,Education,MPLS WAN,25,25,25,10,60.0,16.99,1.016
2024-08-01,CUST-014,Riverbend Polytechnic,Platinum,Education,Business Voice (SIP),103,103,103,22,78.64,14.39,0.703
2024-08-01,CUST-014,Riverbend Polytechnic,Platinum,Education,Managed Security,23,23,23,2,91.3,8.13,0.409
2024-08-01,CUST-014,Riverbend Polytechnic,Platinum,Education,Managed Cloud,45,45,45,4,91.11,11.07,0.533
2024-08-01,CUST-014,Riverbend Polytechnic,Platinum,Education,SD-WAN,138,138,138,29,78.99,16.56,0.768
2024-08-01,CUST-014,Riverbend Polytechnic,Platinum,Education,Dedicated Internet,168,168,168,84,50.0,10.76,1.42
2024-08-01,CUST-015,Aurora Pharmacies,Platinum,Healthcare,Dedicated Internet,134,134,134,37,72.39,10.31,0.876
2024-08-01,CUST-015,Aurora Pharmacies,Platinum,Healthcare,SD-WAN,123,123,123,20,83.74,9.39,0.766
2024-08-01,CUST-015,Aurora Pharmacies,Platinum,Healthcare,Managed Security,25,25,25,3,88.0,6.14,0.499
2024-08-01,CUST-015,Aurora Pharmacies,Platinum,Healthcare,Managed Cloud,37,37,37,7,81.08,7.61,0.576
2024-08-01,CUST-015,Aurora Pharmacies,Platinum,Healthcare,Business Voice (SIP),68,68,68,8,88.24,10.94,0.557
2024-08-01,CUST-016,Redwood Learning Trust,Silver,Education,Managed Cloud,23,23,23,0,100.0,13.2,0.321
2024-08-01,CUST-016,Redwood Learning Trust,Silver,Education,Dedicated Internet,22,22,22,3,86.36,31.66,0.622
2024-08-01,CUST-016,Redwood Learning Trust,Silver,Education,MPLS WAN,7,7,7,1,85.71,30.08,0.415
2024-08-01,CUST-016,Redwood Learning Trust,Silver,Education,Business Voice (SIP),11,11,11,2,81.82,13.99,0.457
2024-08-01,CUST-016,Redwood Learning Trust,Silver,Education,SD-WAN,28,28,28,2,92.86,26.49,0.449
2024-08-01,CUST-016,Redwood Learning Trust,Silver,Education,Managed Security,9,9,9,0,100.0,13.95,0.227
2024-08-01,CUST-017,Coastal Energy,Gold,Energy,MPLS WAN,21,21,21,2,90.48,28.63,0.562
2024-08-01,CUST-017,Coastal Energy,Gold,Energy,Business Voice (SIP),42,42,42,1,97.62,16.57,0.411
2024-08-01,CUST-017,Coastal Energy,Gold,Energy,SD-WAN,43,43,43,8,81.4,24.08,0.653
2024-08-01,CUST-017,Coastal Energy,Gold,Energy,Dedicated Internet,75,75,75,23,69.33,17.28,0.962
2024-08-01,CUST-017,Coastal Energy,Gold,Energy,Managed Cloud,17,17,17,1,94.12,12.69,0.388
2024-08-01,CUST-017,Coastal Energy,Gold,Energy,Managed Security,5,5,5,1,80.0,62.59,0.672
2024-08-01,CUST-018,Granite Power Co-op,Gold,Energy,Managed Cloud,13,13,13,1,92.31,6.59,0.331
2024-08-01,CUST-018,Granite Power Co-op,Gold,Energy,SD-WAN,46,46,46,5,89.13,20.24,0.622
2024-08-01,CUST-018,Granite Power Co-op,Gold,Energy,Business Voice (SIP),58,58,58,10,82.76,18.84,0.698
2024-08-01,CUST-018,Granite Power Co-op,Gold,Energy,Dedicated Internet,21,21,21,2,90.48,15.45,0.572
2024-08-01,CUST-018,Granite Power Co-op,Gold,Energy,Managed Security,31,31,31,4,87.1,15.54,0.933
2024-08-01,CUST-018,Granite Power Co-op,Gold,Energy,MPLS WAN,48,48,48,3,93.75,20.78,0.491
2024-08-01,CUST-019,Stonebridge Regional Authority,Gold,Public Sector,SD-WAN,68,68,68,12,82.35,22.61,0.713
2024-08-01,CUST-019,Stonebridge Regional Authority,Gold,Public Sector,Managed Security,30,30,30,1,96.67,11.71,0.394
2024-08-01,CUST-019,Stonebridge Regional Authority,Gold,Public Sector,Business Voice (SIP),61,61,61,6,90.16,18.82,0.497
2024-08-01,CUST-019,Stonebridge Regional Authority,Gold,Public Sector,Dedicated Internet,72,72,72,18,75.0,17.75,1.002
2024-08-01,CUST-019,Stonebridge Regional Authority,Gold,Public Sector,Managed Cloud,20,20,20,2,90.0,23.18,0.463
2024-08-01,CUST-019,Stonebridge Regional Authority,Gold,Public Sector,MPLS WAN,43,43,43,5,88.37,28.9,0.607
2024-08-01,CUST-020,Orchard Distribution,Silver,Logistics,MPLS WAN,4,4,4,2,50.0,63.07,1.129
2024-08-01,CUST-020,Orchard Distribution,Silver,Logistics,Business Voice (SIP),23,23,23,3,86.96,36.56,0.613
2024-08-01,CUST-020,Orchard Distribution,Silver,Logistics,Managed Security,3,3,3,0,100.0,27.82,0.37
2024-08-01,CUST-020,Orchard Distribution,Silver,Logistics,Dedicated Internet,47,47,47,15,68.09,30.22,0.969
2024-08-01,CUST-020,Orchard Distribution,Silver,Logistics,Managed Cloud,4,4,4,0,100.0,11.47,0.34
2024-08-01,CUST-021,Keystone Distribution,Gold,Logistics,Dedicated Internet,69,69,69,9,86.96,21.04,0.608
2024-08-01,CUST-021,Keystone Distribution,Gold,Logistics,SD-WAN,82,82,82,6,92.68,18.02,0.491
2024-08-01,CUST-021,Keystone Distribution,Gold,Logistics,Managed Security,37,37,37,0,100.0,14.03,0.343
2024-08-01,CUST-021,Keystone Distribution,Gold,Logistics,MPLS WAN,14,14,14,0,100.0,9.89,0.386
2024-08-01,CUST-021,Keystone Distribution,Gold,Logistics,Business Voice (SIP),62,62,62,12,80.65,19.28,0.744
2024-08-01,CUST-021,Keystone Distribution,Gold,Logistics,Managed Cloud,41,41,41,3,92.68,14.46,0.478
2024-08-01,CUST-022,Ironwood Health Network,Silver,Healthcare,MPLS WAN,5,5,5,0,100.0,50.36,0.471
2024-08-01,CUST-022,Ironwood Health Network,Silver,Healthcare,Managed Cloud,14,14,14,0,100.0,15.86,0.312
2024-08-01,CUST-022,Ironwood Health Network,Silver,Healthcare,Dedicated Internet,30,30,30,12,60.0,38.71,1.311
2024-08-01,CUST-022,Ironwood Health Network,Silver,Healthcare,Business Voice (SIP),8,8,8,3,62.5,43.02,0.793
2024-08-01,CUST-022,Ironwood Health Network,Silver,Healthcare,SD-WAN,25,25,25,3,88.0,44.9,0.58
2024-08-01,CUST-023,Silverline Learning Trust,Bronze,Education,Dedicated Internet,104,104,104,60,42.31,45.33,1.525
2024-08-01,CUST-023,Silverline Learning Trust,Bronze,Education,Managed Cloud,27,27,27,2,92.59,27.95,0.467
2024-08-01,CUST-023,Silverline Learning Trust,Bronze,Education,Business Voice (SIP),21,21,21,0,100.0,41.34,0.45
2024-08-01,CUST-023,Silverline Learning Trust,Bronze,Education,SD-WAN,23,23,23,7,69.57,58.89,1.06
2024-08-01,CUST-023,Silverline Learning Trust,Bronze,Education,MPLS WAN,10,10,10,2,80.0,62.54,0.828
2024-08-01,CUST-023,Silverline Learning Trust,Bronze,Education,Managed Security,17,17,17,1,94.12,35.43,0.433
2024-08-01,CUST-024,Cascadia Academy,Gold,Education,Managed Security,26,26,26,2,92.31,12.4,0.444
2024-08-01,CUST-024,Cascadia Academy,Gold,Education,Business Voice (SIP),74,74,74,14,81.08,24.72,0.7
2024-08-01,CUST-024,Cascadia Academy,Gold,Education,Dedicated Internet,100,100,100,34,66.0,29.51,1.01
2024-08-01,CUST-024,Cascadia Academy,Gold,Education,Managed Cloud,40,40,40,6,85.0,27.26,0.648
2024-08-01,CUST-024,Cascadia Academy,Gold,Education,SD-WAN,27,27,27,12,55.56,21.26,1.141
2024-08-01,CUST-024,Cascadia Academy,Gold,Education,MPLS WAN,11,11,11,2,81.82,42.33,0.715
2024-08-01,CUST-025,Cedar Marketplaces,Bronze,Retail,MPLS WAN,11,11,11,4,63.64,100.15,0.839
2024-08-01,CUST-025,Cedar Marketplaces,Bronze,Retail,SD-WAN,20,20,20,7,65.0,66.32,0.876
2024-08-01,CUST-026,Frontier Freight Lines,Gold,Logistics,MPLS WAN,7,7,7,1,85.71,34.17,0.62
2024-08-01,CUST-026,Frontier Freight Lines,Gold,Logistics,Dedicated Internet,75,75,75,11,85.33,22.66,0.618
2024-08-01,CUST-026,Frontier Freight Lines,Gold,Logistics,Business Voice (SIP),59,59,59,7,88.14,20.15,0.675
2024-08-01,CUST-026,Frontier Freight Lines,Gold,Logistics,Managed Security,17,17,17,2,88.24,11.8,0.417
2024-08-01,CUST-026,Frontier Freight Lines,Gold,Logistics,Managed Cloud,34,34,34,4,88.24,21.15,0.58
2024-08-01,CUST-026,Frontier Freight Lines,Gold,Logistics,SD-WAN,63,63,63,13,79.37,26.14,0.708
2024-08-01,CUST-027,Trillium Medical Centres,Bronze,Healthcare,Managed Security,18,18,18,4,77.78,64.44,0.635
2024-08-01,CUST-027,Trillium Medical Centres,Bronze,Healthcare,Dedicated Internet,24,24,24,6,75.0,57.92,0.708
2024-08-01,CUST-027,Trillium Medical Centres,Bronze,Healthcare,Business Voice (SIP),7,7,7,2,71.43,79.41,0.885
2024-08-01,CUST-027,Trillium Medical Centres,Bronze,Healthcare,Managed Cloud,10,10,10,1,90.0,65.47,0.647
2024-08-01,CUST-028,Beacon Pipelines,Bronze,Energy,Dedicated Internet,42,42,42,29,30.95,88.52,2.797
2024-08-01,CUST-028,Beacon Pipelines,Bronze,Energy,MPLS WAN,7,7,7,2,71.43,52.29,0.747
2024-08-01,CUST-028,Beacon Pipelines,Bronze,Energy,SD-WAN,7,7,7,1,85.71,35.28,0.742
2024-08-01,CUST-028,Beacon Pipelines,Bronze,Energy,Managed Security,10,10,10,2,80.0,95.65,0.955
2024-08-01,CUST-028,Beacon Pipelines,Bronze,Energy,Managed Cloud,12,12,12,7,41.67,115.61,0.943
2024-08-01,CUST-029,Pinecrest Energy,Bronze,Energy,Dedicated Internet,15,15,15,7,53.33,23.1,1.014
2024-08-01,CUST-029,Pinecrest Energy,Bronze,Energy,Business Voice (SIP),4,4,4,1,75.0,70.68,0.562
2024-08-01,CUST-029,Pinecrest Energy,Bronze,Energy,SD-WAN,6,6,6,3,50.0,93.95,1.19
2024-08-01,CUST-030,Summit Retail Group,Platinum,Retail,Business Voice (SIP),117,117,117,15,87.18,7.92,0.486
2024-08-01,CUST-030,Summit Retail Group,Platinum,Retail,MPLS WAN,37,37,37,5,86.49,6.94,0.709
2024-08-01,CUST-030,Summit Retail Group,Platinum,Retail,Managed Security,40,40,40,2,95.0,6.88,0.355
2024-08-01,CUST-030,Summit Retail Group,Platinum,Retail,Dedicated Internet,96,96,96,15,84.38,6.34,0.783
2024-08-01,CUST-030,Summit Retail Group,Platinum,Retail,SD-WAN,124,124,124,17,86.29,10.46,0.587
2024-08-01,CUST-030,Summit Retail Group,Platinum,Retail,Managed Cloud,36,36,36,0,100.0,4.76,0.225
2024-08-01,CUST-031,Crestview Pipelines,Silver,Energy,Managed Security,6,6,6,1,83.33,50.45,0.586
2024-08-01,CUST-031,Crestview Pipelines,Silver,Energy,Business Voice (SIP),8,8,8,1,87.5,26.26,0.494
2024-08-01,CUST-031,Crestview Pipelines,Silver,Energy,Managed Cloud,16,16,16,0,100.0,33.49,0.484
2024-08-01,CUST-031,Crestview Pipelines,Silver,Energy,Dedicated Internet,20,20,20,11,45.0,36.47,1.603
2024-08-01,CUST-031,Crestview Pipelines,Silver,Energy,SD-WAN,22,22,22,4,81.82,29.49,0.584
2024-08-01,CUST-032,Meridian Distribution,Platinum,Logistics,SD-WAN,93,93,93,16,82.8,12.32,0.745
2024-08-01,CUST-032,Meridian Distribution,Platinum,Logistics,Dedicated Internet,233,233,233,82,64.81,9.18,1.159
2024-08-01,CUST-032,Meridian Distribution,Platinum,Logistics,Business Voice (SIP),127,127,127,13,89.76,12.3,0.553
2024-08-01,CUST-032,Meridian Distribution,Platinum,Logistics,MPLS WAN,12,12,12,2,83.33,23.9,0.939
2024-08-01,CUST-032,Meridian Distribution,Platinum,Logistics,Managed Cloud,14,14,14,0,100.0,4.32,0.334
2024-08-01,CUST-032,Meridian Distribution,Platinum,Logistics,Managed Security,41,41,41,2,95.12,5.75,0.328
2024-08-01,CUST-033,Boreal Retail Group,Gold,Retail,Dedicated Internet,49,49,49,9,81.63,15.38,0.702
2024-08-01,CUST-033,Boreal Retail Group,Gold,Retail,Business Voice (SIP),58,58,58,2,96.55,14.01,0.398
2024-08-01,CUST-033,Boreal Retail Group,Gold,Retail,Managed Cloud,18,18,18,0,100.0,13.82,0.312
2024-08-01,CUST-033,Boreal Retail Group,Gold,Retail,Managed Security,28,28,28,3,89.29,15.6,0.673
2024-08-01,CUST-033,Boreal Retail Group,Gold,Retail,SD-WAN,74,74,74,11,85.14,20.29,0.646
2024-08-01,CUST-033,Boreal Retail Group,Gold,Retail,MPLS WAN,29,29,29,3,89.66,24.89,0.821
2024-08-01,CUST-034,Evergreen Stores Ltd.,Platinum,Retail,MPLS WAN,17,17,17,3,82.35,5.9,0.647
2024-08-01,CUST-034,Evergreen Stores Ltd.,Platinum,Retail,SD-WAN,60,60,60,12,80.0,14.72,0.824
2024-08-01,CUST-034,Evergreen Stores Ltd.,Platinum,Retail,Managed Security,24,24,24,2,91.67,6.12,0.477
2024-08-01,CUST-034,Evergreen Stores Ltd.,Platinum,Retail,Business Voice (SIP),60,60,60,8,86.67,11.2,0.81
2024-08-01,CUST-034,Evergreen Stores Ltd.,Platinum,Retail,Dedicated Internet,95,95,95,35,63.16,9.57,1.019
2024-08-01,CUST-034,Evergreen Stores Ltd.,Platinum,Retail,Managed Cloud,15,15,15,1,93.33,10.85,0.471
2024-08-01,CUST-035,Ridgeline Stores Ltd.,Gold,Retail,Managed Security,6,6,6,0,100.0,8.93,0.286
2024-08-01,CUST-035,Ridgeline Stores Ltd.,Gold,Retail,SD-WAN,46,46,46,6,86.96,18.79,0.489
2024-08-01,CUST-035,Ridgeline Stores Ltd.,Gold,Retail,Dedicated Internet,81,81,81,13,83.95,18.03,0.623
2024-08-01,CUST-035,Ridgeline Stores Ltd.,Gold,Retail,Business Voice (SIP),45,45,45,1,97.78,16.52,0.389
2024-08-01,CUST-035,Ridgeline Stores Ltd.,Gold,Retail,MPLS WAN,15,15,15,0,100.0,14.2,0.383
2024-08-01,CUST-036,Highland College,Platinum,Education,Managed Cloud,47,47,47,1,97.87,7.59,0.365
2024-08-01,CUST-036,Highland College,Platinum,Education,Dedicated Internet,178,178,178,74,58.43,9.16,1.257
2024-08-01,CUST-036,Highland College,Platinum,Education,MPLS WAN,35,35,35,1,97.14,9.79,0.418
2024-08-01,CUST-036,Highland College,Platinum,Education,SD-WAN,74,74,74,10,86.49,10.91,0.722
2024-08-01,CUST-036,Highland College,Platinum,Education,Business Voice (SIP),70,70,70,6,91.43,8.01,0.455
2024-08-01,CUST-036,Highland College,Platinum,Education,Managed Security,23,23,23,0,100.0,6.52,0.369
2024-08-01,CUST-037,Glacier Retail Group,Gold,Retail,MPLS WAN,41,41,41,10,75.61,28.25,0.91
2024-08-01,CUST-037,Glacier Retail Group,Gold,Retail,Managed Cloud,18,18,18,2,88.89,22.41,0.503
2024-08-01,CUST-037,Glacier Retail Group,Gold,Retail,Dedicated Internet,103,103,103,25,75.73,20.83,0.912
2024-08-01,CUST-037,Glacier Retail Group,Gold,Retail,SD-WAN,50,50,50,8,84.0,31.03,0.718
2024-08-01,CUST-037,Glacier Retail Group,Gold,Retail,Business Voice (SIP),48,48,48,15,68.75,21.54,0.801
2024-08-01,CUST-037,Glacier Retail Group,Gold,Retail,Managed Security,9,9,9,1,88.89,21.17,0.566
2024-08-01,CUST-038,Harbour Renewables,Silver,Energy,MPLS WAN,22,22,22,5,77.27,37.95,0.731
2024-08-01,CUST-038,Harbour Renewables,Silver,Energy,Managed Cloud,2,2,2,1,50.0,80.87,0.696
2024-08-01,CUST-038,Harbour Renewables,Silver,Energy,Business Voice (SIP),19,19,19,2,89.47,46.43,0.696
2024-08-01,CUST-038,Harbour Renewables,Silver,Energy,Dedicated Internet,125,125,125,69,44.8,40.74,1.666
2024-08-01,CUST-038,Harbour Renewables,Silver,Energy,Managed Security,17,17,17,1,94.12,17.05,0.32
2024-08-01,CUST-038,Harbour Renewables,Silver,Energy,SD-WAN,15,15,15,6,60.0,42.28,0.873
2024-08-01,CUST-039,Quarry Academy,Silver,Education,Dedicated Internet,59,59,59,3,94.92,23.29,0.4
2024-08-01,CUST-039,Quarry Academy,Silver,Education,SD-WAN,42,42,42,5,88.1,31.57,0.524
2024-08-01,CUST-039,Quarry Academy,Silver,Education,Managed Security,16,16,16,1,93.75,18.21,0.329
2024-08-01,CUST-039,Quarry Academy,Silver,Education,Business Voice (SIP),63,63,63,8,87.3,24.33,0.517
2024-08-01,CUST-039,Quarry Academy,Silver,Education,Managed Cloud,13,13,13,0,100.0,22.94,0.39
2024-08-01,CUST-039,Quarry Academy,Silver,Education,MPLS WAN,27,27,27,4,85.19,38.12,0.662
2024-08-01,CUST-040,Tundra Fabrication,Gold,Manufacturing,Dedicated Internet,123,123,123,49,60.16,19.39,1.275
2024-08-01,CUST-040,Tundra Fabrication,Gold,Manufacturing,MPLS WAN,7,7,7,2,71.43,18.24,0.823
2024-08-01,CUST-040,Tundra Fabrication,Gold,Manufacturing,Managed Cloud,15,15,15,1,93.33,20.29,0.518
2024-08-01,CUST-040,Tundra Fabrication,Gold,Manufacturing,Business Voice (SIP),44,44,44,2,95.45,25.38,0.736
2024-08-01,CUST-040,Tundra Fabrication,Gold,Manufacturing,SD-WAN,29,29,29,3,89.66,21.72,0.532
2024-08-01,CUST-040,Tundra Fabrication,Gold,Manufacturing,Managed Security,9,9,9,2,77.78,27.5,0.646
2024-09-01,CUST-001,Lakeview Health Network,Silver,Healthcare,MPLS WAN,24,24,24,2,91.67,24.9,0.468
2024-09-01,CUST-001,Lakeview Health Network,Silver,Healthcare,Business Voice (SIP),13,13,13,2,84.62,24.52,0.492
2024-09-01,CUST-001,Lakeview Health Network,Silver,Healthcare,Managed Security,4,4,4,0,100.0,33.52,0.287
2024-09-01,CUST-001,Lakeview Health Network,Silver,Healthcare,Managed Cloud,8,8,8,0,100.0,21.96,0.373
2024-09-01,CUST-001,Lakeview Health Network,Silver,Healthcare,Dedicated Internet,30,30,30,5,83.33,28.17,0.599
2024-09-01,CUST-001,Lakeview Health Network,Silver,Healthcare,SD-WAN,3,3,3,0,100.0,16.68,0.325
2024-09-01,CUST-002,Westgate Care Group,Silver,Healthcare,Business Voice (SIP),5,5,5,0,100.0,33.8,0.458
2024-09-01,CUST-002,Westgate Care Group,Silver,Healthcare,Managed Cloud,16,16,16,0,100.0,33.69,0.372
2024-09-01,CUST-002,Westgate Care Group,Silver,Healthcare,Dedicated Internet,4,4,4,1,75.0,17.23,0.619
2024-09-01,CUST-002,Westgate Care Group,Silver,Healthcare,MPLS WAN,2,2,2,0,100.0,48.32,0.532
2024-09-01,CUST-002,Westgate Care Group,Silver,Healthcare,SD-WAN,5,5,5,0,100.0,25.96,0.384
2024-09-01,CUST-003,Juniper Polytechnic,Platinum,Education,Dedicated Internet,117,117,117,19,83.76,13.8,0.639
